id,title,readyInMinutes,healthScore,type,ingredients,instructions,isLocal,cost,calories
"vn_155","Ngao/ốc/hến luộc",20,84,"luoc","Ngao/hến/ốc: 800g; Sả; ớt","1. Sơ chế: Ngâm nước vo gạo + ớt 1–2 tiếng. 2. Luộc: Cho sả vào nồi, đổ ngập nước, luộc 5–7 phút. 3. Vớt ra: Khi há miệng, vớt ngay.",true,"~150.000","~140 kcal"
"vn_156","Rau muống luộc",20,66,"luoc","Rau muống: 500g; Muối; tỏi","1. Sơ chế: Rau nhặt, rửa sạch. 2. Luộc: Nước sôi + muối, cho rau vào luộc 2–3 phút. 3. Vớt ra: Ngâm nước lạnh để giữ màu xanh. 4. Chấm: Tỏi ớt hoặc kho quẹt.",true,"~60.000","~80 kcal"
"vn_157","Rau lang luộc",20,98,"luoc","Rau lang: 500g","1. Sơ chế: Rau rửa sạch. 2. Luộc: Nước sôi, luộc 3–4 phút. 3. Vớt ra: Giữ màu xanh, chấm mắm tôm hoặc nước mắm.",true,"~65.000","~70 kcal"
"vn_158","Rau cải các loại luộc",20,100,"luoc","Cải ngọt/cải thìa: 500g","1. Sơ chế: Rửa sạch. 2. Luộc: Nước sôi + chút muối, luộc 2–3 phút. 3. Vớt ra: Chấm nước mắm hoặc tương.",true,"~55.000","~60 kcal"
"vn_159","Bắp cải luộc",20,72,"luoc","Bắp cải: 500g","1. Sơ chế: Cắt múi vừa. 2. Luộc: Nước sôi, luộc 4–5 phút. 3. Vớt ra: Giữ độ giòn, chấm nước mắm.",true,"~50.000","~90 kcal"
"vn_160","Súp lơ/bông cải luộc",20,81,"luoc","Bông cải xanh/trắng: 400g","1. Sơ chế: Cắt nhỏ, ngâm muối. 2. Luộc: Nước sôi, luộc 3–4 phút. 3. Lưu ý: Không luộc quá → mất chất.",true,"~70.000","~100 kcal"
"vn_161","Đậu que/đậu cove luộc",20,74,"luoc","Đậu que: 400g","1. Sơ chế: Bỏ xơ, rửa sạch. 2. Luộc: Nước sôi + muối, luộc 4–5 phút. 3. Vớt ra: Giữ màu xanh, chấm muối tiêu chanh.",true,"~60.000","~110 kcal"
"vn_162","Khoai lang/khoai mỳ luộc",20,100,"luoc","Khoai lang/mì: 500g","1. Sơ chế: Gọt vỏ (hoặc để nguyên), rửa sạch. 2. Luộc: Nước ngập, luộc 20–30 phút. 3. Kiểm tra: Dùng đũa xiên thấy mềm là được.",true,"~40.000","~180 kcal"
"vn_163","Ngô (bắp) luộc",20,96,"luoc","Ngô ngọt: 4 trái","1. Sơ chế: Bóc lớp ngoài, để vài lá trong. 2. Luộc: Nước sôi, luộc 15–20 phút. 3. Ăn nóng: Có thể chấm muối tiêu chanh.",true,"~50.000","~150 kcal"
"vn_164","Củ cải luộc",20,66,"luoc","Củ cải trắng: 400g","1. Sơ chế: Gọt vỏ, cắt khúc. 2. Luộc: Nước sôi, luộc 15–20 phút. 3. Ăn kèm: Nước mắm hoặc dùng nấu canh.",true,"~45.000","~100 kcal"
"vn_165","Sườn non luộc",20,89,"luoc","Sườn non: 500g; Gừng; hành","1. Sơ chế: Sườn chần sơ. 2. Luộc: Nước sôi + gừng + hành, luộc 25–30 phút. 3. Ăn kèm: Muối tiêu chanh hoặc mắm nêm.",true,"~180.000","~350 kcal"
"vn_166","Lòng heo luộc",20,80,"luoc","Lòng già/non: 500g; Gừng; giấm; muối","1. Sơ chế: Lòng bóp kỹ với muối + giấm + chanh. 2. Luộc: Nước sôi + gừng, luộc 10–15 phút. 3. Vớt ra: Ngâm nước lạnh cho giòn.",true,"~160.000","~280 kcal"
"vn_167","Bò luộc",20,70,"luoc","Bắp bò/nạm: 600g; Gừng; sả; hành tím","1. Sơ chế: Thịt chần sơ. 2. Luộc: Nước sôi + gừng + sả, luộc 45–60 phút. 3. Vớt ra: Để nguội, thái mỏng.",true,"~280.000","~320 kcal"
"vn_168","Chân giò luộc",20,86,"luoc","Chân giò trước: 800g; Gừng; hành; muối","1. Sơ chế: Cạo sạch lông, chần sơ. 2. Luộc: Nước sôi + gừng + hành, luộc 1.5–2 tiếng. 3. Vớt ra: Ngâm nước lạnh cho da giòn.",true,"~220.000","~420 kcal"
"vn_169","Thịt bò tái chanh (luộc tái)",20,99,"luoc","Thịt bò nạc: 400g; Chanh; gừng","1. Sơ chế: Thịt thái lát mỏng. 2. Chần: Nhúng vào nước sôi 10–15 giây. 3. Vớt ra: Trộn với chanh, gừng, rau thơm.",true,"~200.000","~250 kcal"
"vn_170","Bánh chưng/bánh tét (luộc)",20,95,"luoc","Gạo nếp; đậu xanh; thịt heo: 1 bánh (~1.2kg)","1. Gói bánh chặt tay. 2. Luộc: Nước ngập, luộc 8–10 tiếng (bánh chưng), 6–8 tiếng (bánh tét). 3. Ép nước: Sau khi luộc, ép dưới vật nặng.",true,"~120.000/bánh","~500 kcal/lát"
"vn_171","Bánh đa cua (sợi bánh đa luộc)",20,70,"luoc","Bánh đa khô: 400g","1. Sơ chế: Ngâm nước 10 phút. 2. Luộc: Nước sôi, luộc 3–5 phút. 3. Xả nước lạnh: Tránh dính, dùng làm bánh đa cua.",true,"~40.000","~280 kcal"
"vn_172","Thịt heo nướng (xiên que, lá lốt, mật ong...)",45,79,"nuong","Thịt nạc vai/ba chỉ: 500g; Sả; hành; tỏi; mật ong; nước mắm; ngũ vị hương","1. Sơ chế: Thịt thái miếng/mỏng, ướp với hành tỏi băm + sả băm + mật ong + nước mắm + ngũ vị hương 2–4 tiếng. 2. Xiên: Xiên que tre (ngâm nước trước). 3. Nướng: Nướng than hoa hoặc lò 200°C, lật đều tay, phết sốt khi gần chín. 4. Ăn kèm: Bún, rau sống, nước mắm chua ngọt.",true,"~180.000","~380 kcal"
"vn_173","Thịt bò nướng (lụi, mỡ chài, sa tế...)",45,55,"nuong","Thịt bò nạc: 500g; Mỡ chài (nếu có); sả; ớt; sa tế; dầu hào","1. Sơ chế: Bò xay hoặc thái mỏng, trộn với sả + sa tế + dầu hào. 2. Quấn: Quấn quanh que hoặc bọc mỡ chài. 3. Nướng: Nướng than/lò 180–200°C, 10–15 phút. 4. Hoàn thiện: Phết mỡ hành khi nướng xong.",true,"~250.000","~420 kcal"
"vn_174","Gà nướng (muối ớt, mật ong, lá chanh...)",45,54,"nuong","Gà ta/đùi gà: 800g; Muối ớt; mật ong; lá chanh; gừng","1. Sơ chế: Gà làm sạch, khía nhẹ. 2. Ướp: Với muối ớt hoặc hỗn hợp mật ong + nước mắm + lá chanh 2–3 tiếng. 3. Nướng: Nướng than/lò 200°C, 30–40 phút, phết sốt định kỳ. 4. Ăn kèm: Muối tiêu chanh.",true,"~280.000","~450 kcal"
"vn_175","Vịt nướng",45,64,"nuong","Vịt: 1 con (~1.5kg); Ngũ vị hương; mật ong; rượu; gừng","1. Sơ chế: Vịt xát gừng + rượu, rửa sạch. 2. Ướp: Bên trong nhồi gừng + hành, bên ngoài phết hỗn hợp mật ong + ngũ vị hương. 3. Nướng: Lò 180°C, 60–75 phút, quay đều. 4. Hoàn thiện: Da vàng giòn, thịt thơm.",true,"~360.000","~500 kcal"
"vn_176","Cá nướng (riềng mẻ, muối ớt, giấy bạc...)",45,77,"nuong","Cá diêu hồng/lóc: 1 con (~800g); Riềng; mẻ; nghệ; mắm tôm hoặc muối ớt","1. Sơ chế: Cá làm sạch, khứa vảy. 2. Ướp: Trộn riềng giã + mẻ + nghệ + mắm tôm (hoặc muối ớt) 30–60 phút. 3. Nướng: Bọc giấy bạc hoặc nướng trực tiếp trên than 20–25 phút. 4. Ăn kèm: Bún, rau sống.",true,"~220.000","~320 kcal"
"vn_177","Tôm nướng (muối ớt, mỡ hành...)",45,57,"nuong","Tôm sú: 500g; Muối ớt; mỡ hành; chanh","1. Sơ chế: Tôm để nguyên vỏ, chẻ lưng. 2. Nướng: Nướng than/lò 200°C, 8–10 phút. 3. Phết: Rưới mỡ hành khi chín. 4. Ăn kèm: Muối ớt chanh.",true,"~260.000","~220 kcal"
"vn_178","Mực nướng (sa tế, muối ớt...)",45,69,"nuong","Mực ống: 500g; Sa tế; muối ớt; chanh","1. Sơ chế: Mực làm sạch, để nguyên con hoặc khứa vảy. 2. Nướng: Nướng than/lò 200°C, 6–8 phút mỗi mặt. 3. Ăn kèm: Muối ớt chanh hoặc tương ớt.",true,"~270.000","~230 kcal"
"vn_179","Sườn nướng (sa tế, sốt BBQ...)",45,55,"nuong","Sườn non: 600g; Tỏi; hành; mật ong; nước mắm; sốt BBQ","1. Sơ chế: Sườn chặt miếng vừa. 2. Ướp: Với hành tỏi + mật ong + nước mắm + sốt BBQ 2–4 tiếng. 3. Nướng: Nướng than/lò 200°C, 25–30 phút, phết sốt liên tục. 4. Hoàn thiện: Mềm, caramel hóa bề mặt.",true,"~240.000","~480 kcal"
"vn_180","Chả nướng (chả lụa, chả cá...)",45,72,"nuong","Chả lụa/chả cá: 400g","1. Sơ chế: Cắt lát dày hoặc để nguyên cây. 2. Nướng: Nướng than/lò 180°C, 5–10 phút cho nóng và thơm. 3. Ăn kèm: Bánh cuốn, cơm tấm, rau sống.",true,"~150.000","~350 kcal"
"vn_181","Bánh mì nướng",45,72,"nuong","Bánh mì baguette: 2 ổ; Bơ; tỏi; hành lá","1. Pha bơ: Trộn bơ + tỏi băm + hành lá. 2. Phết: Phết lên bánh mì. 3. Nướng: Lò 180°C, 5–7 phút đến khi vàng giòn. 4. Ăn kèm: Như món khai vị hoặc ăn sáng.",true,"~50.000","~280 kcal"
"vn_182","Khoai lang/khoai mỳ nướng",45,53,"nuong","Khoai lang/mì: 500g","1. Sơ chế: Rửa sạch, để nguyên vỏ. 2. Nướng: Nướng than/lò 200°C, 45–60 phút đến khi mềm. 3. Ăn nóng: Bóc vỏ, chấm muối vừng.",true,"~40.000","~180 kcal"
"vn_183","Ngô nướng mỡ hành",45,58,"nuong","Ngô ngọt: 4 trái; Hành lá; dầu ăn","1. Sơ chế: Ngô bóc lớp ngoài, để vài lá. 2. Nướng: Nướng than 20–25 phút, lật đều. 3. Phết: Rưới mỡ hành khi chín.",true,"~60.000","~200 kcal"
"vn_184","Nấm nướng",45,85,"nuong","Nấm đùi gà/rơm: 300g; Dầu oliu; muối; tiêu; tỏi","1. Sơ chế: Nấm rửa sạch, để ráo. 2. Ướp: Trộn với dầu oliu + tỏi + muối + tiêu. 3. Nướng: Lò 200°C hoặc than, 10–15 phút. 4. Ăn kèm: Như món chay hoặc ăn kèm thịt.",true,"~90.000","~120 kcal"
"vn_185","Ốc nướng tiêu/mỡ hành",45,53,"nuong","Ốc len/bươu: 600g; Mỡ hành; tiêu; ớt","1. Sơ chế: Ốc rửa sạch. 2. Nướng: Đặt ốc lên than, nướng 8–10 phút. 3. Rưới: Mỡ hành + tiêu khi chín. 4. Ăn kèm: Rau răm, muối ớt.",true,"~180.000","~160 kcal"
"vn_186","Ngao nướng mỡ hành",45,67,"nuong","Ngao: 800g; Hành lá; dầu ăn","1. Sơ chế: Ngao ngâm sạch. 2. Nướng: Đặt ngao lên vỉ, nướng 5–7 phút đến khi há miệng. 3. Rưới: Mỡ hành khi chín.",true,"~170.000","~150 kcal"
"vn_187","Hàu nướng mỡ hành/phô mai",45,54,"nuong","Hàu sữa: 500g; Hành lá; phô mai Mozzarella (nếu có)","1. Sơ chế: Hàu tách vỏ, giữ nước. 2. Nướng: Đặt trên than/lò 200°C. 3. Rưới: Mỡ hành hoặc rắc phô mai, nướng 5–7 phút. 4. Ăn nóng: Với chanh hoặc muối tiêu.",true,"~300.000","~180 kcal"
"vn_188","Ba chỉ nướng",45,85,"nuong","Thịt ba chỉ: 500g; Muối ớt; chanh","1. Sơ chế: Thịt cắt miếng dày. 2. Nướng: Nướng than, lật đều đến khi cháy cạnh, mỡ chảy ra. 3. Ăn kèm: Rau sống, bún, mắm nêm.",true,"~170.000","~420 kcal"
"vn_189","Cơm nắm nướng",45,66,"nuong","Cơm nguội: 4 nắm; Muối vừng; lá chuối","1. Nắm cơm: Trộn cơm với muối vừng, nắm chặt. 2. Bọc: Gói lá chuối. 3. Nướng: Nướng than 10–15 phút. 4. Ăn kèm: Mắm, cà pháo.",true,"~50.000","~250 kcal"
"vn_190","Lươn nướng",45,73,"nuong","Lươn đồng: 500g; Riềng; mẻ; nghệ; mắm tôm","1. Sơ chế: Lươn làm sạch, để nguyên con. 2. Ướp: Với riềng + mẻ + nghệ + mắm tôm 30 phút. 3. Nướng: Nướng than 15–20 phút, phết mỡ. 4. Ăn kèm: Bún, rau thơm.",true,"~320.000","~350 kcal"
"vn_191","Chim nướng",45,78,"nuong","Chim cút/chim sẻ: 6 con; Muối ớt; lá chanh","1. Sơ chế: Chim làm sạch, để nguyên con. 2. Ướp: Với muối ớt + lá chanh 30 phút. 3. Nướng: Nướng than 15–20 phút. 4. Ăn kèm: Muối tiêu chanh.",true,"~250.000","~280 kcal"
"vn_192","Lẩu Thái (chua cay)",30,62,"khac","Xương gà/heo: 500g; Tôm; mực; cá viên: 400g; Cà chua; dứa; me; sả; ớt; riềng; nấm rơm","1. Nấu nước dùng: Hầm xương 1 tiếng. 2. Xào thơm: Sả + riềng + ớt + cà chua. 3. Nấu lẩu: Cho vào nước dùng, thêm dứa + me + nấm. 4. Ăn kèm: Bún, rau muống, bạc hà.",true,"~380.000","~420 kcal"
"vn_193","Lẩu riêu cua",30,84,"khac","Cua đồng: 600g; Cà chua; đậu phụ; giấm bỗng; hành lá","1. Giã cua, lọc lấy nước. 2. Riêu: Đun nước cua, để riêu nổi. 3. Xào cà chua, cho vào nồi. 4. Nêm: Giấm bỗng, cho đậu chiên vào. Ăn với bún.",true,"~280.000","~320 kcal"
"vn_194","Lẩu cá kèo",30,89,"khac","Cá kèo sống: 600g; Dọc mùng; đậu bắp; cà chua; me; rau nhút","1. Làm sạch cá, ngâm nước vo gạo. 2. Nấu nước dùng từ xương heo. 3. Cho me + cà chua + rau vào. 4. Nhúng cá khi ăn (cá chín rất nhanh).",true,"~320.000","~350 kcal"
"vn_195","Lẩu cá diêu hồng",30,60,"khac","Cá diêu hồng: 1 con (~800g); Cà chua; dọc mùng; me; thì là; dứa","1. Phi thơm cà chua + dứa. 2. Nấu nước dùng, cho cá vào nấu 10 phút. 3. Thêm rau, nêm me chua. 4. Ăn kèm: Bún, rau sống.",true,"~350.000","~360 kcal"
"vn_196","Lẩu cá lăng",30,61,"khac","Cá lăng: 800g; Măng chua; cà chua; dọc mùng; thì là","1. Cá làm sạch, cắt khúc. 2. Xào măng + cà chua, cho vào nước dùng. 3. Nấu cá 10–15 phút. 4. Ăn nóng với bún.",true,"~420.000","~380 kcal"
"vn_197","Lẩu gà lá é",30,88,"khac","Gà ta: 1 con (~1kg); Lá é tía; sả; ớt; nấm","1. Hầm gà 45 phút. 2. Cho lá é + sả + ớt vào cuối cùng. 3. Ăn kèm: Bún, rau rừng. Hương vị đặc trưng Tây Nguyên.",true,"~360.000","~370 kcal"
"vn_198","Lẩu gà măng cay",30,75,"khac","Gà: 1kg; Măng chua: 300g; Ớt; sả; hành","1. Hầm gà lấy nước ngọt. 2. Xào măng + sả + ớt, cho vào nồi. 3. Nấu 20 phút, nêm gia vị. 4. Ăn kèm: Bún, rau sống.",true,"~340.000","~390 kcal"
"vn_199","Lẩu bò",30,94,"khac","Thịt bò tái/thăn: 500g; Nạm/gân: 300g; Mắm nêm; thơm; khế; rau chuối","1. Hầm gân/nạm 1.5 tiếng. 2. Pha mắm nêm với thơm + ớt. 3. Nhúng thịt bò tái khi ăn. 4. Ăn kèm: Bún, rau sống.",true,"~450.000","~480 kcal"
"vn_200","Lẩu dê",30,60,"khac","Thịt dê: 800g; Sả; gừng; rượu; nấm; rau mồng tơi","1. Khử mùi: Xát gừng + rượu, chần sơ. 2. Hầm dê 1 tiếng với sả. 3. Ăn kèm: Bún, mắm tôm, rau.",true,"~520.000","~460 kcal"
"vn_201","Lẩu hải sản",30,80,"khac","Tôm; mực; nghêu; cá: 800g tổng; Cà chua; dứa; me; nấm","1. Nấu nước dùng từ đầu cá/tép. 2. Xào cà chua + dứa, cho vào nồi. 3. Thêm hải sản khi ăn (tránh nấu lâu). 4. Ăn kèm: Bún, rau.",true,"~480.000","~400 kcal"
"vn_202","Lẩu nấm",30,72,"khac","Nấm các loại: 500g; Đậu hũ; ngô; cà rốt; rau củ","1. Nấu nước dùng rau củ hoặc xương. 2. Cho nấm + đậu hũ vào. 3. Nêm: Nước tương, tiêu. 4. Ăn kèm: Bún hoặc mì.",true,"~220.000","~280 kcal"
"vn_203","Lẩu cua đồng",30,89,"khac","Cua đồng: 600g; Rau đay; mồng tơi; mướp; mẻ","1. Giã cua, lọc nước. 2. Đun riêu, vớt ra. 3. Nấu nước lẩu, cho rau + mẻ. 4. Cho riêu lên mặt khi ăn.",true,"~260.000","~300 kcal"
"vn_204","Lẩu đầu cá hồi",30,75,"khac","Đầu cá hồi: 2 cái (~600g); Cà chua; dứa; me; thì là","1. Chiên sơ đầu cá. 2. Xào cà chua + dứa, cho vào nước dùng. 3. Nấu đầu cá 15 phút. 4. Ăn kèm: Bún, rau.",true,"~420.000","~420 kcal"
"vn_205","Lẩu thập cẩm",30,62,"khac","Thịt; hải sản; nấm; đậu hũ: 1kg tổng; Cà chua; me; rau","1. Nấu nước dùng xương. 2. Xào cà chua, cho vào nồi. 3. Sắp nguyên liệu quanh nồi, nhúng khi ăn. 4. Ăn kèm: Bún/mì.",true,"~400.000","~450 kcal"
"vn_206","Lẩu vịt",30,89,"khac","Vịt: 1 con (~1.2kg); Măng chua; gừng; sả","1. Khử mùi vịt bằng gừng + rượu. 2. Hầm vịt 1 tiếng với sả. 3. Xào măng, cho vào nồi. 4. Ăn kèm: Bún, mắm gừng.",true,"~460.000","~440 kcal"
"vn_207","Lẩu ếch",30,76,"khac","Ếch đồng: 800g; Cà chua; me; dọc mùng; rau nhút","1. Ếch làm sạch, ướp nhẹ. 2. Xào ếch săn, cho vào nước dùng. 3. Thêm rau + me, nấu 10 phút. 4. Ăn kèm: Bún.",true,"~380.000","~360 kcal"
"vn_208","Lẩu sườn sụn",30,69,"khac","Sườn sụn heo: 800g; Cà chua; dứa; me; nấm","1. Hầm sườn sụn 1.5 tiếng cho mềm. 2. Xào cà chua + dứa, cho vào nồi. 3. Nêm me, thêm nấm. 4. Ăn kèm: Bún.",true,"~360.000","~420 kcal"
"vn_209","Lẩu cháo",30,82,"khac","Gạo: 200g; Gà/ếch/cá: 600g; Gừng; hành; rau","1. Nấu cháo loãng từ nước hầm xương. 2. Cho thịt vào nấu chín. 3. Ăn nóng, không cần nhúng.",true,"~300.000","~380 kcal"
"vn_210","Lẩu cá basa",30,76,"khac","Cá basa: 800g; Cà chua; dọc mùng; me; thì là","1. Cá cắt khúc, ướp nhẹ. 2. Xào cà chua, cho vào nước dùng. 3. Nấu cá 10 phút. 4. Ăn kèm: Bún.",true,"~320.000","~340 kcal"
"vn_211","Lẩu kim chi",30,62,"khac","Kim chi cải thảo: 300g; Thịt heo/thái: 400g; Tàu hũ; nấm; hành lá","1. Xào kim chi + thịt. 2. Cho nước dùng, đun sôi. 3. Thêm đậu hũ + nấm. 4. Ăn kèm: Cơm hoặc mì.",true,"~340.000","~400 kcal"
"vn_212","Lẩu tôm",30,83,"khac","Tôm sú: 600g; Cà chua; dứa; me; nấm rơm","1. Xào tôm + cà chua. 2. Cho nước dùng, thêm dứa + me. 3. Nấu 10 phút, thêm nấm. 4. Ăn kèm: Bún.",true,"~420.000","~380 kcal"
"vn_213","Lẩu cà muối",30,77,"khac","Cà pháo muối chua: 200g; Thịt ba chỉ; sườn non: 500g; Cà chua; me","1. Xào thịt + cà chua. 2. Cho cà muối + nước dùng. 3. Nêm me, nấu 20 phút. 4. Ăn kèm: Bún, rau sống.",true,"~280.000","~360 kcal"
"vn_214","Lẩu bò nhúng dấm",30,89,"khac","Thịt bò tái: 500g; Dấm; đường; tỏi; hành tây; dưa leo; chuối xanh","1. Pha nước dấm: Dấm + đường + tỏi + ớt. 2. Luộc gân bò làm nước dùng. 3. Nhúng bò tái vào nước dấm khi ăn. 4. Cuốn bánh tráng với rau.",true,"~400.000","~420 kcal"
"vn_215","Lẩu gà ủ muối",30,87,"khac","Gà ta: 1 con; Muối hột; sả; lá chanh","1. Lót nồi muối + sả + lá chanh. 2. Đặt gà lên trên (không chạm muối). 3. Ủ kín, hấp 60–75 phút. 4. Lấy nước gà làm nước lẩu, nhúng rau.",true,"~380.000","~350 kcal"
"vn_216","Lẩu đuôi bò",30,78,"khac","Đuôi bò: 800g; Cà chua; me; sả; nấm","1. Hầm đuôi bò 2–2.5 tiếng cho mềm. 2. Xào cà chua + sả, cho vào nồi. 3. Nêm me, thêm nấm. 4. Ăn kèm: Bún.",true,"~480.000","~460 kcal"
